Date,Open,High,Low,Close,Adj Close,Volume
2000-10-26,55.468750,55.500000,48.125000,54.968750,47.278759,494200
2000-10-27,55.304688,57.281250,53.039063,53.531250,46.042366,384400
2000-10-30,53.281250,53.437500,48.750000,49.375000,42.467564,482000
2000-10-31,49.515625,56.375000,49.000000,56.375000,48.488289,538400
2000-11-01,55.750000,56.375000,52.500000,53.000000,45.585438,291200
2000-11-02,53.289063,57.250000,53.000000,55.968750,48.138878,391800
2000-11-03,56.015625,56.656250,55.375000,56.406250,48.515152,159800
2000-11-06,57.625000,57.625000,54.437500,54.585938,46.949505,125400
2000-11-07,56.718750,56.812500,53.468750,56.500000,48.595798,125200
2000-11-08,57.000000,58.187500,52.250000,53.281250,45.827332,359400
2000-11-09,52.000000,53.468750,48.500000,52.656250,45.289761,293600
2000-11-10,50.250000,54.281250,50.250000,51.531250,44.322159,108400
2000-11-13,49.062500,50.531250,47.062500,47.531250,40.881752,264800
2000-11-14,49.125000,49.500000,46.250000,47.531250,40.881752,224000
2000-11-15,47.875000,50.625000,47.531250,50.062500,43.058887,329200
2000-11-16,49.312500,50.812500,45.500000,45.531250,39.161541,168000
2000-11-17,47.656250,48.250000,45.687500,47.500000,40.854874,146600
2000-11-20,45.500000,46.500000,44.125000,45.875000,39.457214,154200
2000-11-21,45.156250,47.500000,45.000000,45.093750,38.785255,199800
2000-11-22,45.500000,45.625000,42.562500,44.718750,38.462704,146600
2000-11-24,43.789063,46.437500,43.781250,46.000000,39.564716,38400
2000-11-27,46.718750,50.000000,46.687500,49.906250,42.924492,336600
2000-11-28,49.187500,49.968750,47.500000,48.062500,41.338680,116600
2000-11-29,47.500000,48.000000,43.250000,44.218750,38.032669,214600
2000-11-30,44.843750,45.562500,43.875000,44.500000,38.274559,203600
2000-12-01,45.500000,48.500000,45.203125,47.125000,40.532341,266600
2000-12-04,47.000000,50.625000,47.000000,48.937500,42.091263,165900
2000-12-05,49.062500,51.984375,44.500000,45.750000,39.349697,487800
2000-12-06,45.750000,45.750000,40.078125,41.000000,35.264198,454300
2000-12-07,40.750000,42.250000,37.875000,39.750000,34.189079,542000
2000-12-08,42.218750,43.687500,40.625000,41.125000,35.371723,608000
2000-12-11,40.437500,42.250000,39.875000,41.875000,36.016796,526700
2000-12-12,41.500000,41.937500,38.000000,38.937500,33.490238,377400
2000-12-13,38.625000,41.625000,38.625000,39.437500,33.920288,932800
2000-12-14,40.625000,40.625000,34.812500,36.937500,31.770044,530000
2000-12-15,36.000000,37.000000,33.500000,36.000000,30.963697,647000
2000-12-18,36.375000,36.937500,31.875000,32.625000,28.060852,373100
2000-12-19,32.000000,35.687500,32.000000,34.375000,29.566017,392700
2000-12-20,33.781250,34.625000,30.312500,33.375000,28.705917,463600
2000-12-21,30.375000,32.500000,30.375000,32.000000,27.523283,229600
2000-12-22,32.187500,37.000000,32.000000,35.500000,30.533636,335800
2000-12-26,36.375000,36.375000,33.250000,35.234375,30.305172,265800
2000-12-27,34.406250,34.437500,31.500000,32.625000,28.060852,686600
2000-12-28,32.187500,35.375000,31.500000,35.250000,30.318617,448300
2000-12-29,33.656250,37.625000,33.625000,36.062500,31.017445,354700
2001-01-02,37.187500,37.500000,32.312500,33.687500,28.974705,533400
2001-01-03,19.375000,29.437500,19.375000,28.500000,24.512918,5533700
2001-01-04,26.000000,29.312500,25.750000,27.625000,23.760330,2085000
2001-01-05,27.375000,27.625000,25.750000,25.937500,22.308910,1394500
2001-01-08,25.750000,26.000000,23.500000,24.000000,20.642456,647700
2001-01-09,24.968750,25.812500,24.187500,24.875000,21.395050,824400
2001-01-10,24.000000,26.500000,23.750000,25.875000,22.255157,507800
2001-01-11,26.687500,26.750000,25.375000,26.125000,22.470181,593900
2001-01-12,26.125000,29.625000,25.750000,28.312500,24.351654,467200
2001-01-16,28.250000,29.187500,27.625000,28.500000,24.512918,357500
2001-01-17,28.625000,31.000000,28.609375,29.937500,25.749325,854300
2001-01-18,30.359375,31.125000,28.937500,30.000000,25.803068,321000
2001-01-19,29.875000,31.500000,29.875000,30.625000,26.340647,239000
2001-01-22,30.593750,33.312500,30.437500,32.125000,27.630796,483600
2001-01-23,32.500000,32.625000,31.000000,31.687500,27.254499,616800
2001-01-24,31.625000,32.125000,31.000000,31.375000,26.985723,436000
2001-01-25,31.312500,32.500000,31.250000,32.125000,27.630796,223200
2001-01-26,31.312500,32.125000,29.750000,32.125000,27.630796,196200
2001-01-29,31.000000,33.000000,30.625000,31.250000,26.878208,412400
2001-01-30,30.625000,31.000000,29.500000,29.750000,25.588051,749100
2001-01-31,29.687500,30.000000,27.625000,27.750000,23.867846,796100
2001-02-01,28.015625,29.000000,27.625000,28.062500,24.136633,766400
2001-02-02,28.000000,28.500000,27.750000,27.937500,24.029116,484600
2001-02-05,28.062500,28.375000,27.125000,28.062500,24.136633,286900
2001-02-06,27.906250,28.500000,27.312500,27.875000,23.975359,917600
2001-02-07,27.781250,27.875000,27.000000,27.375000,23.545309,564700
2001-02-08,27.281250,27.687500,26.750000,27.187500,23.384041,292000
2001-02-09,26.875000,27.359375,25.750000,26.500000,22.792719,162900
2001-02-12,26.968750,27.125000,25.937500,27.125000,23.330278,327600
2001-02-13,27.125000,27.125000,25.812500,26.000000,22.362663,906000
2001-02-14,25.875000,26.125000,24.937500,25.000000,21.502563,461500
2001-02-15,25.250000,25.750000,24.562500,25.312500,21.771347,386300
2001-02-16,25.000000,26.250000,24.875000,25.875000,22.255157,242000
2001-02-20,25.750000,26.000000,25.125000,25.375000,21.825098,276500
2001-02-21,25.375000,25.500000,24.562500,25.000000,21.502563,246700
2001-02-22,25.250000,25.500000,24.812500,24.875000,21.395050,436000
2001-02-23,24.687500,25.359375,24.125000,24.812500,21.341293,200800
2001-02-26,24.937500,28.875000,24.750000,27.625000,23.760330,607700
2001-02-27,27.187500,27.375000,26.250000,27.062500,23.276525,246000
2001-02-28,26.937500,28.187500,25.250000,26.937500,23.169014,245600
2001-03-01,26.500000,27.625000,26.375000,27.562500,23.706577,468900
2001-03-02,26.562500,31.375000,26.562500,30.562500,26.286882,772600
2001-03-05,30.406250,31.187500,29.625000,30.625000,26.340647,487700
2001-03-06,30.687500,30.687500,28.625000,29.562500,25.426788,285900
2001-03-07,29.750000,31.750000,29.625000,29.687500,25.534288,338200
2001-03-08,29.250000,30.750000,29.125000,30.500000,26.233126,202100
2001-03-09,29.531250,29.937500,28.375000,29.500000,25.373030,202600
2001-03-12,27.625000,29.875000,26.625000,27.250000,23.437796,256400
2001-03-13,27.281250,27.625000,25.875000,26.250000,22.577694,585600
2001-03-14,26.125000,27.250000,25.562500,27.250000,23.437796,284400
2001-03-15,27.484375,27.500000,24.437500,25.000000,21.502563,675100
2001-03-16,25.062500,26.000000,24.250000,24.375000,20.964996,283000
2001-03-19,24.312500,29.000000,24.312500,27.375000,23.545309,587800
2001-03-20,27.000000,27.250000,26.187500,26.437500,22.738960,502200
2001-03-21,27.437500,27.437500,22.500000,22.812500,19.621090,753900
2001-03-22,23.125000,23.500000,19.625000,22.500000,19.352304,1697800
2001-03-23,22.312500,24.812500,20.812500,24.437500,21.018745,284100
2001-03-26,24.609375,26.937500,24.062500,26.875000,23.115259,550600
2001-03-27,26.468750,26.500000,25.000000,25.937500,22.308910,535100
2001-03-28,25.000000,27.000000,25.000000,27.000000,23.222767,391600
2001-03-29,26.781250,28.000000,25.437500,26.312500,22.631453,810700
2001-03-30,26.937500,26.937500,25.000000,26.125000,22.470181,440700
2001-04-02,24.687500,25.687500,23.937500,25.500000,21.932613,448200
2001-04-03,25.203125,25.875000,23.437500,24.812500,21.341293,473600
2001-04-04,24.968750,25.500000,24.000000,25.062500,21.556320,1019100
2001-04-05,25.031250,26.562500,25.000000,25.312500,21.771347,494900
2001-04-06,25.500000,27.437500,24.203125,26.062500,22.416426,705900
2001-04-09,26.059999,27.490000,25.250000,26.000000,22.362663,241900
2001-04-10,24.059999,27.530001,24.049999,27.530001,23.678627,635300
2001-04-11,27.900000,28.260000,26.950001,27.420000,23.584015,355600
2001-04-12,26.920000,28.450001,26.500000,28.090000,24.160282,221500
2001-04-16,28.080000,29.000000,27.420000,28.799999,24.770948,207200
2001-04-17,28.700001,29.190001,28.200001,28.900000,24.856960,209800
2001-04-18,29.240000,31.750000,29.080000,30.570000,26.293333,410600
2001-04-19,30.799999,31.510000,29.049999,30.809999,26.499754,374500
2001-04-20,31.590000,31.700001,29.170000,30.790001,26.482553,133700
2001-04-23,30.570000,30.600000,27.850000,29.910000,25.725668,109600
2001-04-24,30.070000,30.070000,28.750000,29.580000,25.441832,160500
2001-04-25,30.010000,31.129999,29.580000,30.010000,25.811680,182800
2001-04-26,30.250000,31.670000,30.000000,30.490000,26.224522,247100
2001-04-27,30.990000,34.500000,30.990000,33.119999,28.486595,893500
2001-04-30,34.099998,34.450001,31.870001,32.099998,27.609293,611400
2001-05-01,33.980000,37.000000,33.000000,35.549999,30.576647,933000
2001-05-02,35.049999,37.099998,34.040001,35.950001,30.920683,702000
2001-05-03,35.990002,36.189999,35.000000,36.020000,30.980894,546500
2001-05-04,35.270000,35.840000,33.799999,33.849998,29.114475,530500
2001-05-07,33.580002,34.500000,32.049999,34.299999,29.501520,741000
2001-05-08,35.000000,35.119999,34.200001,34.599998,29.759560,526700
2001-05-09,34.119999,36.250000,34.119999,35.290001,30.353033,638000
2001-05-10,35.000000,35.500000,33.889999,34.099998,29.329504,245200
2001-05-11,33.889999,34.799999,33.650002,34.290001,29.492920,161600
2001-05-14,33.750000,34.549999,33.700001,34.299999,29.501520,214400
2001-05-15,33.950001,34.049999,33.450001,33.560001,28.865046,146900
2001-05-16,33.259998,35.340000,33.160000,34.650002,29.802567,307000
2001-05-17,34.630001,36.750000,34.439999,35.480000,30.516438,374900
2001-05-18,35.560001,36.599998,35.480000,36.349998,31.264738,179200
2001-05-21,36.840000,38.000000,36.330002,37.610001,32.348457,362700
2001-05-22,37.750000,38.840000,37.070000,38.410000,33.036541,258900
2001-05-23,37.950001,37.950001,35.509998,36.599998,31.479746,235800
2001-05-24,36.650002,36.700001,36.220001,36.480000,31.376549,226300
2001-05-25,36.529999,36.529999,35.810001,36.400002,31.307743,299300
2001-05-29,35.689999,35.799999,34.900002,35.299999,30.361628,267900
2001-05-30,35.000000,35.389999,33.150002,33.599998,28.899441,204900
2001-05-31,33.549999,34.799999,32.950001,33.009998,28.391985,326200
2001-06-01,32.900002,34.900002,32.900002,34.450001,29.630539,296400
2001-06-04,34.000000,34.950001,33.700001,34.900002,30.017584,340300
2001-06-05,34.900002,36.189999,34.400002,34.910000,30.026186,324700
2001-06-06,34.990002,35.900002,34.400002,35.610001,30.628250,347700
2001-06-07,35.110001,36.099998,34.950001,34.990002,30.094988,285800
2001-06-08,35.090000,36.180000,34.500000,36.110001,31.058292,302700
2001-06-11,34.869999,35.939999,32.349998,33.259998,28.607004,620700
2001-06-12,33.000000,33.049999,31.110001,31.730000,27.291059,324500
2001-06-13,32.049999,33.250000,32.040001,33.160000,28.521004,395000
2001-06-14,32.990002,33.000000,31.520000,31.520000,27.110430,126900
2001-06-15,31.400000,32.389999,31.320000,31.780001,27.334055,120200
2001-06-18,31.850000,32.049999,31.000000,31.010000,26.671778,90900
2001-06-19,31.100000,31.580000,29.000000,29.139999,25.063387,415200
2001-06-20,29.200001,29.490000,28.459999,28.910000,24.865564,437700
2001-06-21,29.049999,29.250000,27.600000,27.860001,23.962456,1190800
2001-06-22,28.059999,28.330000,26.750000,26.950001,23.179766,577500
2001-06-25,26.959999,27.049999,25.400000,26.010000,22.371267,1184500
2001-06-26,25.990000,27.100000,25.980000,26.900000,23.136761,888300
2001-06-27,26.900000,27.850000,25.889999,27.790001,23.902252,482600
2001-06-28,27.900000,29.570000,27.889999,29.070000,25.003178,384900
2001-06-29,29.190001,33.490002,28.910000,32.500000,27.953339,942900
2001-07-02,31.920000,31.920000,29.920000,30.049999,25.846083,471400
2001-07-03,29.969999,31.299999,29.950001,30.389999,26.138521,184800
2001-07-05,30.639999,31.250000,29.959999,30.010000,25.811680,249500
2001-07-06,30.000000,30.000000,29.000000,29.459999,25.338623,199300
2001-07-09,29.750000,31.350000,29.450001,29.600000,25.459044,344900
2001-07-10,30.299999,30.400000,29.230000,29.670000,25.519245,358000
2001-07-11,29.639999,29.990000,28.600000,29.010000,24.951578,280200
2001-07-12,30.000000,30.900000,29.330000,30.889999,26.568563,90900
2001-07-13,29.610001,32.000000,29.600000,31.080000,26.731991,262600
2001-07-16,31.110001,31.660000,30.520000,31.650000,27.222248,444800
2001-07-17,31.799999,31.799999,29.450001,29.490000,25.364426,658400
2001-07-18,29.990000,30.080000,28.500000,29.469999,25.347223,434400
2001-07-19,29.459999,31.040001,29.299999,29.490000,25.364426,392400
2001-07-20,29.500000,30.280001,29.480000,30.129999,25.914890,431700
2001-07-23,30.200001,30.200001,28.850000,28.950001,24.899965,329500
2001-07-24,29.010000,29.459999,28.200001,28.709999,24.693541,196800
2001-07-25,28.809999,29.430000,28.200001,28.200001,24.254894,283300
2001-07-26,28.459999,31.910000,28.450001,31.070000,26.723387,205500
2001-07-27,31.040001,32.250000,29.330000,30.959999,26.628780,263700
2001-07-30,30.799999,31.150000,29.180000,30.360001,26.112715,288300
2001-07-31,29.709999,31.900000,29.250000,29.290001,25.192406,281400
2001-08-01,30.040001,31.870001,29.920000,30.139999,25.923491,183800
2001-08-02,30.690001,30.750000,29.450001,30.290001,26.052511,165300
2001-08-03,30.299999,31.740000,29.860001,31.709999,27.273853,165300
2001-08-06,31.730000,31.730000,30.309999,30.400000,26.147121,144200
2001-08-07,30.309999,30.690001,29.600000,29.900000,25.717068,88100
2001-08-08,30.230000,30.240000,28.549999,28.879999,24.839762,134900
2001-08-09,28.549999,30.000000,28.540001,29.950001,25.760071,164900
2001-08-10,29.740000,30.200001,29.049999,29.690001,25.536446,125400
2001-08-13,30.090000,30.620001,29.230000,29.889999,25.708460,167500
2001-08-14,30.709999,31.320000,29.500000,31.120001,26.766388,442500
2001-08-15,31.290001,32.000000,30.459999,31.780001,27.334055,163200
2001-08-16,31.840000,33.000000,31.010000,32.080002,27.592091,287700
2001-08-17,31.680000,33.549999,31.680000,32.669998,28.099546,246700
2001-08-20,32.750000,33.340000,32.240002,32.500000,27.953339,448300
2001-08-21,32.750000,33.980000,32.349998,32.810001,28.219957,217400
2001-08-22,32.500000,35.439999,32.500000,35.049999,30.146589,457800
2001-08-23,35.060001,35.549999,34.900002,35.490002,30.525038,453100
2001-08-24,35.360001,35.500000,34.750000,35.139999,30.224007,377400
2001-08-27,35.290001,35.520000,33.349998,33.549999,28.856438,486300
2001-08-28,33.750000,34.180000,32.700001,33.240002,28.589813,407800
2001-08-29,33.130001,33.599998,32.380001,32.900002,28.297382,291700
2001-08-30,32.900002,33.599998,32.369999,32.980000,28.366184,305700
2001-08-31,32.500000,32.990002,31.350000,31.690001,27.256653,250500
2001-09-04,31.270000,32.049999,31.059999,31.639999,27.213648,320600
2001-09-05,31.480000,32.080002,30.740000,30.959999,26.628780,193000
2001-09-06,30.930000,31.290001,29.750000,29.950001,25.760071,339200
2001-09-07,30.000000,30.150000,29.500000,30.000000,25.803068,372300
2001-09-10,30.000000,30.100000,29.450001,29.520000,25.390228,355700
2001-09-17,29.510000,29.990000,27.270000,27.870001,23.971060,311500
2001-09-18,27.620001,28.000000,27.250000,27.480000,23.635620,381900
2001-09-19,27.430000,28.530001,25.690001,27.540001,23.687222,651900
2001-09-20,27.549999,27.549999,26.049999,27.320000,23.498001,544400
2001-09-21,26.090000,26.200001,21.799999,25.990000,22.354061,933800
2001-09-24,26.139999,27.110001,25.780001,25.900000,22.276657,330200
2001-09-25,25.940001,27.360001,25.900000,27.360001,23.532408,350600
2001-09-26,27.299999,27.330000,26.690001,27.260000,23.446400,909600
2001-09-27,27.250000,29.750000,26.700001,28.770000,24.745163,542000
2001-09-28,29.000000,31.110001,28.840000,29.430000,25.312826,536400
2001-10-01,29.260000,29.290001,27.780001,29.070000,25.003178,543500
2001-10-02,28.840000,28.840000,27.730000,27.910000,24.005463,386000
2001-10-03,27.750000,29.879999,27.740000,29.420000,25.304228,234900
2001-10-04,29.620001,30.219999,28.530001,28.969999,24.917173,359900
2001-10-05,29.000000,31.400000,28.510000,29.799999,25.631054,291300
2001-10-08,29.260000,30.129999,28.790001,29.320000,25.218203,121300
2001-10-09,29.480000,29.480000,28.000000,28.639999,24.633341,91900
2001-10-10,28.900000,29.389999,28.700001,28.940001,24.891371,451800
2001-10-11,29.049999,29.760000,28.900000,29.700001,25.545040,483500
2001-10-12,29.740000,29.750000,28.620001,29.740000,25.579456,186900
2001-10-15,29.799999,29.799999,28.840000,29.049999,24.985979,174000
2001-10-16,29.200001,30.139999,28.400000,28.420000,24.444118,386400
2001-10-17,28.700001,28.750000,27.510000,28.040001,24.117271,359300
2001-10-18,28.040001,29.219999,27.500000,29.100000,25.028990,226700
2001-10-19,29.000000,29.250000,28.469999,28.730000,24.710747,296900
2001-10-22,29.090000,29.450001,28.469999,29.450001,25.330023,316500
2001-10-23,29.059999,29.700001,28.850000,29.540001,25.407425,324900
2001-10-24,29.900000,30.400000,29.209999,29.799999,25.631054,170500
2001-10-25,30.090000,30.959999,29.200001,30.350000,26.104113,100900
2001-10-26,30.350000,32.250000,30.299999,32.139999,27.643696,297000
2001-10-29,32.200001,32.200001,29.969999,30.150000,25.932093,286700
2001-10-30,30.010000,30.180000,29.080000,29.250000,25.158005,226800
2001-10-31,29.870001,31.270000,29.770000,30.139999,25.923491,334300
2001-11-01,30.440001,30.559999,29.420000,29.690001,25.536446,214200
2001-11-02,29.760000,30.860001,28.850000,30.610001,26.327742,299300
2001-11-05,30.799999,31.490000,29.500000,30.750000,26.448154,420000
2001-11-06,31.250000,31.250000,30.219999,30.799999,26.491158,112100
2001-11-07,30.650000,31.900000,30.270000,30.860001,26.542767,190100
2001-11-08,30.980000,31.750000,30.770000,30.959999,26.628780,212400
2001-11-09,31.100000,31.340000,29.370001,29.410000,25.295616,249100
2001-11-12,30.299999,30.299999,29.000000,29.750000,25.588051,224700
2001-11-13,29.750000,30.040001,29.629999,30.000000,25.803068,318000
2001-11-14,29.990000,30.040001,29.500000,29.750000,25.588051,292100
2001-11-15,29.760000,30.620001,29.480000,30.459999,26.198725,286000
2001-11-16,30.469999,30.750000,29.410000,29.620001,25.476240,197200
2001-11-19,29.750000,31.450001,29.510000,31.299999,26.921209,154000
2001-11-20,31.200001,31.500000,30.389999,31.160000,26.800800,196600
2001-11-21,31.299999,32.150002,30.610001,31.370001,26.981419,231200
2001-11-23,31.750000,32.349998,31.209999,32.349998,27.824318,122800
2001-11-26,33.049999,33.450001,31.650000,32.270000,27.755508,259800
2001-11-27,33.160000,33.169998,31.510000,31.990000,27.514685,195200
2001-11-28,32.240002,32.250000,30.750000,31.100000,26.749195,127900
2001-11-29,31.139999,31.790001,31.000000,31.750000,27.308260,255000
2001-11-30,31.540001,32.650002,31.010000,31.740000,27.299660,234500
2001-12-03,31.620001,31.730000,30.000000,30.820000,26.508360,181100
2001-12-04,31.100000,31.290001,30.459999,30.750000,26.448154,234800
2001-12-05,31.040001,31.750000,30.709999,31.750000,27.308260,349200
2001-12-06,31.600000,34.209999,31.459999,33.889999,29.148882,352900
2001-12-07,33.570000,33.570000,32.849998,33.330002,28.667223,207600
2001-12-10,33.330002,33.500000,31.200001,31.670000,27.239449,213600
2001-12-11,31.900000,32.770000,30.900000,31.100000,26.749195,247800
2001-12-12,31.920000,32.500000,30.900000,31.639999,27.213648,244400
2001-12-13,31.469999,32.680000,31.110001,32.590000,28.030746,207200
2001-12-14,32.669998,32.700001,31.760000,32.509998,27.961941,124200
2001-12-17,32.529999,33.980000,32.209999,33.959999,29.209084,232700
2001-12-18,33.980000,34.520000,33.599998,34.520000,29.690742,216100
2001-12-19,34.240002,34.439999,33.650002,33.849998,29.114475,163700
2001-12-20,34.380001,34.380001,32.500000,33.020000,28.400591,191300
2001-12-21,33.950001,35.080002,33.200001,35.029999,30.129406,464100
2001-12-24,35.090000,35.930000,34.889999,35.000000,30.103598,85500
2001-12-26,35.639999,36.590000,35.009998,36.369999,31.281925,592600
2001-12-27,36.529999,36.529999,34.770000,35.630001,30.645443,449900
2001-12-28,35.250000,36.619999,35.200001,35.709999,30.714268,454600
2001-12-31,36.330002,37.180000,35.450001,36.849998,31.694778,545000
2002-01-02,36.860001,36.900002,35.750000,35.990002,30.955105,529700
2002-01-03,36.150002,37.020000,35.900002,36.500000,31.393749,284400
2002-01-04,36.639999,37.160000,36.000000,36.369999,31.281925,422400
2002-01-07,36.650002,36.779999,35.150002,35.180000,30.258406,429300
2002-01-08,35.849998,35.930000,35.000000,35.820000,30.808874,324400
2002-01-09,35.939999,38.009998,35.860001,36.139999,31.084110,457800
2002-01-10,36.250000,37.200001,35.849998,37.029999,31.849598,160900
2002-01-11,37.200001,38.060001,36.810001,37.049999,31.866793,281200
2002-01-14,37.150002,37.150002,35.340000,35.709999,30.714268,347000
2002-01-15,35.740002,35.740002,34.529999,35.070000,30.163792,252700
2002-01-16,34.660000,35.099998,33.139999,33.560001,28.865046,449100
2002-01-17,33.619999,34.049999,32.750000,33.770000,29.045666,262800
2002-01-18,33.799999,34.200001,32.599998,32.770000,28.185562,236500
2002-01-22,32.720001,33.720001,32.709999,33.400002,28.727425,336300
2002-01-23,33.400002,34.900002,33.389999,34.799999,29.931576,328100
2002-01-24,34.869999,35.340000,34.639999,34.820000,29.948769,303400
2002-01-25,34.810001,35.639999,33.830002,34.570000,29.733749,266200
2002-01-28,34.730000,34.740002,33.799999,34.139999,29.363913,226800
2002-01-29,33.160000,33.240002,28.799999,30.790001,26.482553,1871400
2002-01-30,30.610001,31.480000,29.850000,31.430000,27.033026,421300
2002-01-31,31.420000,31.490000,30.500000,30.709999,26.413746,592000
2002-02-01,31.000000,32.770000,30.830000,32.160000,27.660896,311800
2002-02-04,31.950001,32.400002,31.350000,31.540001,27.127628,680000
2002-02-05,31.219999,31.690001,31.100000,31.500000,27.093227,342200
2002-02-06,31.500000,31.680000,30.950001,31.379999,26.990015,869900
2002-02-07,31.559999,31.559999,29.790001,30.020000,25.820272,375400
2002-02-08,30.030001,31.010000,30.020000,30.900000,26.577166,348600
2002-02-11,31.030001,31.350000,30.629999,31.139999,26.783594,159500
2002-02-12,31.350000,32.389999,30.809999,32.000000,27.523283,298800
2002-02-13,32.290001,32.880001,31.850000,32.570000,28.013542,259500
2002-02-14,32.509998,33.240002,30.830000,31.030001,26.688978,186100
2002-02-15,31.180000,31.700001,30.200001,31.100000,26.749195,138600
2002-02-19,31.600000,31.600000,28.570000,28.920000,24.874172,612100
2002-02-20,28.809999,31.299999,28.799999,31.299999,26.921209,362700
2002-02-21,31.290001,31.290001,28.150000,28.580000,24.581732,483500
2002-02-22,28.590000,29.920000,28.250000,29.700001,25.545040,320700
2002-02-25,29.719999,29.719999,28.510000,28.620001,24.616140,339600
2002-02-26,28.790001,29.540001,28.250000,29.459999,25.338623,311800
2002-02-27,29.549999,30.100000,29.500000,29.700001,25.545040,213400
2002-02-28,29.719999,29.830000,29.080000,29.540001,25.407425,340500
2002-03-01,28.889999,28.900000,24.010000,27.809999,23.919458,2773300
2002-03-04,28.240000,28.440001,27.540001,28.100000,24.168880,813600
2002-03-05,28.270000,28.280001,27.070000,27.549999,23.695827,538200
2002-03-06,27.809999,28.070000,26.250000,27.420000,23.584015,663300
2002-03-07,27.879999,27.879999,26.799999,27.020000,23.239965,404400
2002-03-08,27.049999,27.350000,26.850000,27.299999,23.480795,499200
2002-03-11,27.250000,28.040001,26.900000,27.590000,23.730234,287100
2002-03-12,27.580000,27.900000,27.200001,27.480000,23.635620,306300
2002-03-13,27.629999,29.000000,27.610001,28.400000,24.426918,317400
2002-03-14,28.629999,29.320000,28.270000,29.110001,25.037588,269400
2002-03-15,28.590000,29.379999,28.110001,29.270000,25.175203,223600
2002-03-18,29.389999,29.990000,29.090000,29.600000,25.459044,205000
2002-03-19,29.700001,29.980000,29.100000,29.100000,25.028990,216200
2002-03-20,29.350000,29.350000,28.100000,28.100000,24.168880,152900
2002-03-21,28.490000,29.350000,28.120001,29.290001,25.192406,251400
2002-03-22,29.299999,29.500000,28.620001,28.799999,24.770948,208600
2002-03-25,28.730000,29.000000,27.629999,27.799999,23.910845,205100
2002-03-26,27.860001,28.500000,27.670000,28.370001,24.401104,145800
2002-03-27,28.200001,28.700001,27.840000,28.200001,24.254894,305100
2002-03-28,27.930000,28.000000,27.070000,27.570000,23.713036,522300
2002-04-01,26.750000,28.379999,26.450001,28.250000,24.297899,471500
2002-04-02,28.100000,28.740000,27.600000,28.010000,24.091469,406000
2002-04-03,27.940001,28.240000,27.049999,27.950001,24.039862,483000
2002-04-04,27.660000,27.920000,27.000000,27.490000,23.644218,453900
2002-04-05,27.750000,27.790001,26.900000,27.049999,23.265778,572600
2002-04-08,26.850000,28.200001,26.750000,27.719999,23.842043,410700
2002-04-09,27.990000,28.709999,27.750000,27.950001,24.039862,308700
